term,idf
знакомый,1.139434
знаменитость,3.912023
знаменитый,2.813411
знаменовать,4.60517
знание,1.237874
знатно,4.60517
знаток,4.60517
знать,0.510826
значение,1.832581
значимость,4.60517
значимый,2.813411
значит,1.108663
значительно,2.302585
значительный,1.714798
значить,3.912023
значиться,4.60517
золото,3.506558
золотой,2.302585
зона,1.609438
зонирование,4.60517
зообизнес,4.60517
зооинформ,4.60517
зоопарк,3.218876
зп,2.813411
зпг,4.60517
зрелость,2.995732
зрелый,2.040221
зрение,1.714798
зритель,3.506558
зря,4.60517
зсть,4.60517
зуб,3.912023
зубаревич,4.60517
зубрить,4.60517
иб,2.813411
ибик,4.60517
ибо,3.218876
иван,3.218876
иванов,4.60517
ивановский,4.60517
ивахненко,3.912023
ивента,4.60517
ивф,4.60517
иган,4.60517
игнатий,2.995732
игнорирование,4.60517
игнорировать,3.218876
игнорита,4.60517
иго,4.60517
иголка,3.912023
игорь,4.60517
игра,1.108663
играть,1.89712
игровой,1.832581
игрок,2.120264
игрушка,3.218876
идеал,2.813411
идеально,2.302585
идеальный,1.609438
идейный,3.912023
идемпотентность,4.60517
идентификатор,2.65926
идентификационный,4.60517
идентификация,2.995732
идентифицировать,3.218876
идентичность,3.506558
идентичный,3.912023
идеолог,4.60517
идеология,4.60517
идея,0.478036
иджара,4.60517
идиом,4.60517
идиостиль,3.912023
идиот,4.60517
идиотизм,3.912023
идти,0.776529
иерархический,3.912023
иерархия,3.506558
избавиться,2.813411
избавлять,4.60517
избавляться,4.60517
избегание,4.60517
избегать,3.506558
избежание,4.60517
избежать,2.65926
избирательно,3.912023
избранный,4.60517
избыток,3.912023
избыточно,4.60517
избыточность,3.912023
избыточный,2.525729
известие,3.912023
известно,1.966113
известный,1.714798
извечный,4.60517
извещение,4.60517
извинить,4.60517
извлекать,4.60517
извлекаться,4.60517
извлечение,2.995732
извлечь,2.407946
извне,3.912023
извозчик,4.60517
извращение,4.60517
извращуг,4.60517
изголяться,4.60517
изготавливаться,4.60517
изготовить,4.60517
изготовление,3.912023
изготовлять,4.60517
издавать,4.60517
издание,2.302585
издатель,3.912023
издательский,3.218876
издательство,2.207275
издать,2.65926
изделие,2.813411
издержка,2.813411
излагать,4.60517
излечивать,4.60517
излишний,3.218876
изложение,3.218876
изложить,3.912023
излучать,4.60517
излучение,3.912023
изменение,0.71335
изменить,1.07881
измениться,1.049822
изменять,3.912023
изменяться,2.65926
измерение,2.407946
измеримый,3.506558
измеритель,4.60517
измерить,2.302585
измерять,3.506558
изнасилование,4.60517
изнасиловать,4.60517
изначально,1.714798
изначальный,3.506558
изнашиваться,3.912023
изнутри,2.65926
изнывать,4.60517
изображать,3.912023
изображение,1.469676
изобразить,4.60517
изобрести,3.912023
изобретатель,4.60517
изобретательно,4.60517
изобретательность,4.60517
изобретение,3.218876
изогнутый,4.60517
изолента,4.60517
изолированно,4.60517
изолировать,3.912023
изолятор,3.912023
изоляция,2.407946
изощрённость,4.60517
израиль,4.60517
израильский,4.60517
изрядный,4.60517
изтта,4.60517
изумление,4.60517
изумрудный,4.60517
изучать,1.386294
изучаться,4.60517
изучение,2.65926
изучить,2.207275
изъятие,4.60517
изъять,3.506558
изысканный,4.60517
изюм,4.60517
изюминка,4.60517
изящество,4.60517
изящный,3.912023
иит,4.60517
ииц,4.60517
иишка,4.60517
иишность,3.912023
иконка,4.60517
икс,4.60517
икт,4.60517
ил,4.60517
иллинойс,3.912023
иллюзионист,4.60517
иллюзия,3.506558
иллюзорный,4.60517
иллюминатор,4.60517
иллюстрация,2.995732
илона,2.813411
ильнур,2.995732
илья,3.506558
ильяхов,3.912023
имейл,4.60517
именно,0.34249
иметь,0.634878
иметься,2.407946
имитация,4.60517
имитировать,3.912023
иммерсивный,4.60517
иммутабельный,4.60517
империя,4.60517
имплантат,4.60517
имплантация,4.60517
импорт,2.65926
импортный,3.506558
импортозаместить,3.912023
импортозамещающий,4.60517
импортозамещение,2.65926
импортозамещить,4.60517
импортонезависимый,4.60517
импортёр,3.506558
импровизировать,4.60517
импульс,4.60517
импульсный,4.60517
имущественный,3.912023
имущество,2.995732
имхо,3.912023
имя,1.108663
ин,4.60517
инаугурация,4.60517
иначе,1.771957
инбеть,4.60517
инвариант,4.60517
инвертироваться,4.60517
инвест,4.60517
инвестбанкир,4.60517
инвестдоход,4.60517
инвестирование,4.60517
инвестировать,2.813411
инвестиционный,2.813411
инвестиция,1.469676
инвестор,2.120264
инвестполитик,4.60517
инвестпортфель,4.60517
ингосстрах,3.912023
ингредиент,4.60517
ингушетия,4.60517
индекс,2.207275
индексация,3.912023
индексировать,3.912023
инди,4.60517
индивид,3.912023
индивидуализация,4.60517
индивидуализировать,4.60517
индивидуально,3.912023
индивидуальность,4.60517
индивидуальный,1.89712
индийский,3.506558
индикативный,4.60517
индикатор,2.995732
индия,1.89712
индус,4.60517
