term,doc,tf
интересный,87,0.000855
интересный,88,0.000429
интересный,95,0.001269
интересный,97,0.001037
интересовать,1,0.000558
интересовать,15,0.000545
интересовать,17,0.000804
интересовать,19,0.000626
интересовать,24,0.00057
интересовать,33,0.000533
интересовать,43,0.000622
интересовать,45,0.000867
интересовать,55,0.00116
интересовать,56,0.000528
интересовать,66,0.000732
интересовать,7,0.000608
интересовать,8,0.000487
интересовать,9,0.000564
интересоваться,15,0.000545
интересоваться,19,0.000626
интересоваться,25,0.000612
интересоваться,28,0.000509
интересоваться,43,0.000622
интересоваться,67,0.000228
интересоваться,7,0.000608
интересоваться,88,0.000859
интересоваться,99,0.000898
интернет,1,0.000558
интернет,12,0.00198
интернет,13,0.000481
интернет,15,0.000545
интернет,16,0.000311
интернет,17,0.000804
интернет,18,0.003036
интернет,19,0.000626
интернет,23,0.002247
интернет,25,0.000612
интернет,27,0.000517
интернет,28,0.000509
интернет,30,0.002367
интернет,31,0.000554
интернет,32,0.000684
интернет,33,0.000533
интернет,34,0.002236
интернет,37,0.002335
интернет,39,0.001212
интернет,40,0.00105
интернет,41,0.000878
интернет,44,0.003131
интернет,46,0.000592
интернет,47,0.000856
интернет,48,0.001491
интернет,5,0.000994
интернет,50,0.001404
интернет,51,0.012015
интернет,53,0.00125
интернет,55,0.00058
интернет,59,0.002055
интернет,6,0.00051
интернет,60,0.001898
интернет,61,0.001219
интернет,62,0.001797
интернет,63,0.000988
интернет,64,0.002047
интернет,65,0.002427
интернет,66,0.008053
интернет,68,0.001848
интернет,69,0.001228
интернет,7,0.001216
интернет,70,0.001575
интернет,71,0.00285
интернет,72,0.001214
интернет,73,0.001462
интернет,74,0.00617
интернет,75,0.004975
интернет,79,0.00051
интернет,81,0.001057
интернет,82,0.000598
интернет,84,0.001051
интернет,85,0.001687
интернет,86,0.000926
интернет,88,0.001073
интернет,9,0.001127
интернет,91,0.000559
интернет,94,0.002627
интернет,95,0.003807
интернет,97,0.004147
интернет,98,0.000883
интероперабельность,13,0.000481
интерпретатор,48,0.000746
интерпретация,16,0.000311
интерпретация,2,0.000587
интерпретация,78,0.001351
интерпретировать,20,0.000574
интерстеллара,2,0.000587
интерстеллара,49,0.000493
интерстеллара,79,0.00051
интерстеллара,81,0.001057
интерстеллара,96,0.00065
интерфейс,10,0.000955
интерфейс,100,0.00092
интерфейс,12,0.00132
интерфейс,16,0.004039
интерфейс,18,0.000607
интерфейс,19,0.000626
интерфейс,21,0.000613
интерфейс,22,0.004338
интерфейс,24,0.00114
интерфейс,25,0.002448
интерфейс,26,0.001544
интерфейс,28,0.001017
интерфейс,32,0.000684
интерфейс,33,0.001067
интерфейс,34,0.000559
интерфейс,40,0.000525
интерфейс,42,0.001019
интерфейс,43,0.001244
интерфейс,48,0.001491
интерфейс,5,0.000497
интерфейс,51,0.000924
интерфейс,52,0.002515
интерфейс,53,0.000625
интерфейс,54,0.000544
интерфейс,6,0.00051
интерфейс,71,0.004433
интерфейс,75,0.001244
интерфейс,83,0.001425
интерфейс,88,0.000215
интерфейс,90,0.009233
интерфейс,91,0.003356
интерфейс,94,0.002627
интерфейс,95,0.000635
интерфейс,96,0.0013
интерфейс,97,0.001037
интерфейс,98,0.001767
интерфейс,99,0.000898
интерфейсный,90,0.000577
интерфудгруппа,74,0.000514
интерьер,40,0.000525
интерьер,67,0.000228
интерьерный,67,0.000228
интрига,43,0.000622
интрижка,97,0.000518
интуитивно,16,0.000311
интуитивный,10,0.000955
интуитивный,52,0.000503
интуиция,14,0.000563
интуиция,51,0.000462
интуиция,6,0.00051
интуиция,77,0.000951
инференс,1,0.000558
инференс,18,0.000607
инференс,28,0.000509
инференс,3,0.003071
инференс,31,0.000554
инференс,4,0.000576
инференс,41,0.000439
инференс,43,0.000622
инференс,7,0.000608
инференс,86,0.000463
инференс,89,0.000823
инференс,93,0.000758
инферита,23,0.001124
инферита,28,0.001017
инферита,3,0.000614
инферита,43,0.000622
инфинитив,85,0.000562
инфлюенс,59,0.001028
инфляция,73,0.000731
инфляция,77,0.000951
инфобез,12,0.00132
инфобез,14,0.000563
инфобез,20,0.000574
инфобез,54,0.001088
инфобез,8,0.001462
инфографик,31,0.000554
инфографик,60,0.000949
инфографик,62,0.000898
инфографик,63,0.000494
инфографик,64,0.001024
инфографик,65,0.001214
инфографик,68,0.000924
инфографик,70,0.000787
инфографик,73,0.000731
инфографик,90,0.000577
инфографик,97,0.000518
инфографик,98,0.000883
инфомусорный,85,0.000562
инфоповод,61,0.000488
информативный,100,0.00092
информатика,20,0.001149
информатика,24,0.00114
информациевать,44,0.000626
информационно,71,0.000317
информационно,72,0.000405
информационный,1,0.003348
информационный,12,0.00462
информационный,13,0.002886
информационный,14,0.001689
информационный,16,0.000932
информационный,18,0.001214
информационный,19,0.001252
информационный,20,0.001149
информационный,21,0.001226
информационный,23,0.001124
информационный,24,0.001709
информационный,25,0.00306
информационный,28,0.003052
информационный,29,0.001882
информационный,30,0.000592
информационный,31,0.001662
информационный,32,0.001368
информационный,33,0.000533
информационный,34,0.002795
информационный,37,0.001556
информационный,39,0.009697
информационный,4,0.001728
информационный,40,0.00105
информационный,44,0.001252
информационный,45,0.003469
информационный,47,0.017123
информационный,48,0.000746
информационный,5,0.000994
информационный,51,0.000924
информационный,53,0.001875
информационный,54,0.00435
информационный,55,0.00174
информационный,56,0.000528
информационный,61,0.000488
информационный,66,0.000732
информационный,7,0.001216
информационный,71,0.001267
информационный,72,0.005666
информационный,75,0.000622
информационный,79,0.001531
информационный,8,0.013645
информационный,80,0.000579
информационный,84,0.000525
информационный,85,0.000562
информационный,86,0.00139
информационный,87,0.000428
информационный,97,0.000518
информация,1,0.002232
информация,10,0.000955
информация,100,0.00092
информация,11,0.001144
информация,12,0.00066
информация,13,0.002405
информация,14,0.001126
информация,15,0.00109
информация,16,0.000311
информация,17,0.000804
информация,18,0.001821
информация,19,0.001879
информация,2,0.000587
информация,20,0.000574
информация,21,0.004905
информация,22,0.000542
информация,23,0.002247
информация,24,0.00114
информация,25,0.003672
